//ERROR: FILE TOO LARGE FOR MACHINE TRANSLATION

GENOTYPE        MEMBRANE IDENTIFIER              LOCAL DESIGNATION          LOCAL ID  LOCAL HSU LOCATION  LOCAL STATUS
WCBFMHLB21GNTV  M-ZEIW-5V8R-IU1I-7T68-7D0W-BNCB  Thomas Belcastro           F-8298    6P9DGXI             Inactive
WCBFMHLB21GNTV  M-MZ9N-1A60-5510-FCHF-JTWB-V6CJ  Thomas Gattani             F-2079    PYVAHPO             Deceased
WCBFMHLB21GNTV  M-JLBI-99XM-CHJF-VUZH-XBNB-2G35  Thomas Marshall            F-4105    C0NC77W             Deceased
WCBFMHLB21GNTV  M-6VNR-1BPQ-X0EQ-9Y05-HOX7-2CTY  Thomas Marshall            F-6267    8SNBFQB             Active
WCBFMHLB21GNTV  M-4ONU-TAQC-SGMO-WGVB-23S5-QJH8  Thomas Marshall            F-1280    WM5UNKR             Deceased
WCBFMHLB21GNTV  M-KR3N-S5C4-CYWM-X47W-JC72-LLJB  Thomas Marshall            F-8989    AL2E5Q1             Active
WCBFMHLB21GNTV  M-3WF9-TYIV-HPJB-GDUW-ESM7-TJO7  Thomas Marshall            F-3447    NY4YOV8             Inactive
WCBFMHLB21GNTV  M-65VO-LPW9-H2T6-0DKN-QBEI-V5QG  Thomas Marshall            F-6605    YONBSE8             Deceased
WCBFMHLB21GNTV  M-RKY3-9MSU-HHCX-D4K1-2K4O-TY6B  Thomas Marshall            F-3052    7VCAGH3             Deceased
WCBFMHLB21GNTV  M-H8QR-EGMB-PO6A-0394-K9YT-AWKW  Thomas Marshall            F-7642    L0P3E7B             Active
WCBFMHLB21GNTV  M-1NQK-ABX3-OXVA-5AQB-4BHY-7JB8  Thomas Marshall            F-4880    OV7BQ5V             Unknown
WCBFMHLB21GNTV  M-K9ET-ANAV-Y4Z1-0CAN-1DWC-H89J  Thomas Marshall            F-4163    4TM04C7             Deceased
WCBFMHLB21GNTV  M-TWY8-OWYS-LR9B-7D2A-WAMA-KYL2  Thomas Marshall            F-9160    8RT4GTC             Inactive
WCBFMHLB21GNTV  M-B364-X80M-A4AN-ZCGB-GHPI-C9QY  Thomas Pines               F-7724    ZZDYJ7B             Inactive
WCBFMHLB21GNTV  M-KVQH-W884-L67V-Z34N-0XAD-CPLU  Thomas Herberg             F-6342    8P4JY6J             Inactive
WCBFMHLB21GNTV  M-4K4C-JC0C-NIUB-STZB-5FB3-EUMM  Thomas Marshall            F-1041    3P9CJMD             Deceased
WCBFMHLB21GNTV  M-NCSO-8NV4-K5ML-D6VJ-F5HQ-J34H  Thomas Marshall            F-8800    CZKME5N             Inactive
WCBFMHLB21GNTV  M-79H6-NSPJ-8RZG-TLDA-WZ1X-GO89  Thomas Marshall            F-1745    I588O9Z             Inactive
WCBFMHLB21GNTV  M-U2XJ-N5DU-ILR9-GYR2-PDMW-GOZ4  Thomas Marshall            F-6157    53NH7T6             Unknown
WCBFMHLB21GNTV  M-1H3T-BHAT-BHMU-4F6C-NF8I-4E48  Thomas Marshall            F-5514    DRRGFXF             Deceased
WCBFMHLB21GNTV  M-I9HD-BL2F-D2SF-CTSA-L888-M67J  Thomas Zhang               F-6248    CT26G9X             Deceased
WCBFMHLB21GNTV  M-HKIB-QQAW-N5LC-96RZ-PHRC-X0A4  Thomas Marshall            F-3455    A3LECYZ             Unknown
WCBFMHLB21GNTV  M-W776-G6VL-B761-D1YW-162G-IPAO  Thomas Marshall            F-5999    T6KK7U7             Active
WCBFMHLB21GNTV  M-QISE-O4WQ-KOOS-TEPR-JAAC-A0WY  Thomas Marshall            F-7431    VV4M2G8             Active
WCBFMHLB21GNTV  M-S5K0-74VH-6SP7-NR7H-LPRY-MGCX  Thomas Marshall            F-1434    H2G8IIG             Active
WCBFMHLB21GNTV  M-QL6I-P8O0-W4WT-U5TP-2HVA-YSE2  Thomas Corbett             F-2006    LFCH9B5             Active
WCBFMHLB21GNTV  M-C30U-J7LM-2XKW-7N18-EZLS-5OXP  Thomas Marshall            F-5098    9BC45GU             Unknown
WCBFMHLB21GNTV  M-6B6F-UC88-HDFV-H3RZ-TJ06-V7SO  Thomas Lazar               F-7482    VG6ICHQ             Active
WCBFMHLB21GNTV  M-PX59-GV7Y-GLYH-AG20-YLO3-IG0K  Thomas Marshall            F-3936    87UN2Y2             Deceased
WCBFMHLB21GNTV  M-IV9V-X039-TRZ6-G81V-GQP6-FJYN  Thomas Marshall            F-9695    BFF4QTH             Active
WCBFMHLB21GNTV  M-RAHK-SYGJ-7V1V-WLBP-RZYT-Q5T0  Thomas Marshall            F-8166    0IC8TCV             Inactive
WCBFMHLB21GNTV  M-T3X2-04F8-6WEX-STQ4-KQ9V-HG94  Thomas Marshall            F-1082    U2R7AOW             Inactive
WCBFMHLB21GNTV  M-PAOQ-UF6V-QR0Z-AOTD-Q3YA-HO68  Thomas Marshall            F-5311    WJ0FAZN             Inactive
WCBFMHLB21GNTV  M-I3I9-57TN-32NZ-PYN1-ZTGB-3146  Thomas Marshall            F-6431    HR4GMC8             Inactive
WCBFMHLB21GNTV  M-76FO-R8XB-DPI1-66ZS-8M5I-B3X1  Thomas Marshall            F-7979    57APWM4             Deceased
WCBFMHLB21GNTV  M-P7LY-H5FR-9LC9-2F65-FMW9-QW42  Thomas Lange               F-2371    83JTF4N             Active
WCBFMHLB21GNTV  M-3XCQ-5V5E-JN8T-X93I-K01V-4003  Thomas Marshall            F-8712    FCQ2KGP             Inactive
WCBFMHLB21GNTV  M-QACZ-GXL2-DT4T-2YVN-Q80O-GMHG  Thomas Marshall            F-6314    6OYP34S             Unknown
WCBFMHLB21GNTV  M-SOZZ-4J7C-7JA5-TF7V-CFQE-EJPV  Thomas Marshall            F-1106    0I1G9XY             Inactive
WCBFMHLB21GNTV  M-FOE5-AMWD-26G2-8V84-V1WS-YZ4K  Thomas Marshall            F-3642    4QSNB1Y             Deceased
WCBFMHLB21GNTV  M-BELA-6DBI-8DUQ-EBCU-W7DW-8EWR  Thomas Marshall            F-6993    PQV559C             Deceased
WCBFMHLB21GNTV  M-HWTM-X77P-T345-AWHZ-4845-BRZT  Thomas Marshall            F-9949    PNOC6T9             Inactive
WCBFMHLB21GNTV  M-ZB60-WHL7-S43J-TYVB-FE6K-HHUA  Thomas Marshall            F-3413    SMA3SMH             Deceased
WCBFMHLB21GNTV  M-0N1A-J1QZ-6AXV-BH3M-S7NG-37FF  Thomas Marshall            F-7743    VSMFHZK             Active
WCBFMHLB21GNTV  M-M306-VOLR-R5AI-PLX1-ODMT-B9A8  Thomas Schiller            F-5733    W7PIP1Q             Active
WCBFMHLB21GNTV  M-LU2J-3OH2-IVXQ-BTES-YFEF-GU6G  Thomas Marshall            F-5542    7CT84QL             Deceased
WCBFMHLB21GNTV  M-KW2Z-UVEN-31VA-WBXD-YHA3-XH04  Thomas Marshall            F-2267    4NECDZM             Active
WCBFMHLB21GNTV  M-8455-5410-YV9H-VRHW-RKWJ-8D6W  Thomas Marshall            F-8537    ERUTOQ4             Active
WCBFMHLB21GNTV  M-SBR8-UCTC-6710-0JR8-A4MA-CQRH  Thomas Marshall            F-9403    8JZYK12             Deceased
WCBFMHLB21GNTV  M-AOMM-UQ54-8JN4-N2GV-C6LY-ZR5H  Thomas Marshall            F-9838    Q83R2SU             Inactive
WCBFMHLB21GNTV  M-3YID-15UB-TJ8F-ZGSP-B62R-6XVH  Thomas Corso               F-7477    JQ5Y651             Active
WCBFMHLB21GNTV  M-X07F-E3RS-SFT6-I1DC-YLKD-3B65  Thomas Marshall            F-4773    FICDA8R             Inactive
WCBFMHLB21GNTV  M-O6W3-YOLG-DBQA-7O70-2QWU-WWHJ  Thomas Marshall            F-3293    P5ZAKW9             Inactive
WCBFMHLB21GNTV  M-302U-MRNW-4C1H-GX3E-3N3G-LCEJ  Thomas Marshall            F-2826    33JTYSO             Inactive
WCBFMHLB21GNTV  M-NULN-OLI1-ZMA8-V03V-X3G5-XZTE  Thomas Marshall            F-6589    OLVKG14             Inactive
WCBFMHLB21GNTV  M-WR1J-2A70-VTG1-G9HT-39S4-X4TC  Thomas Marshall            F-6172    BY5SUD3             Deceased
WCBFMHLB21GNTV  M-THTS-6IVY-AG17-U98Z-OJNC-UCPX  Thomas Marshall            F-6366    AWVK3KA             Active
WCBFMHLB21GNTV  M-VWCY-HZQ1-7YZV-QP4N-7S1A-IK93  Thomas Marshall            F-2767    DDRS6VP             Deceased
WCBFMHLB21GNTV  M-A3PO-RRSR-267J-G7QL-ZA95-KNI9  Thomas Marshall            F-9191    WVEHNM0             Inactive
WCBFMHLB21GNTV  M-O9FB-KPPK-XIYO-JCJQ-GH2U-SVH9  Thomas Duffield            F-3109    7R24HXO             Unknown
WCBFMHLB21GNTV  M-CPKH-LETW-UQAS-MRHN-QWV7-JCCX  Thomas Marshall            F-9961    G3RZTG3             Unknown
WCBFMHLB21GNTV  M-1TYD-UXR3-2F85-EH9T-ZB32-B1EZ  Thomas Marshall            F-4590    GYJ5HOK             Deceased
WCBFMHLB21GNTV  M-APD5-9J0A-NXQ2-PQB6-9HZG-SLIJ  Thomas Marshall            F-3386    HE2JFPO             Inactive
WCBFMHLB21GNTV  M-XCIH-IKVA-P9CF-TV4T-P8SQ-0GEI  Thomas Marshall            F-7561    D1LH0CD             Deceased
WCBFMHLB21GNTV  M-9624-B7GY-G4H6-AT1D-CQNP-N6MN  Thomas Rieger              F-8939    F2QWXV7             Active
WCBFMHLB21GNTV  M-NG1T-32TQ-89HL-R18R-3N8Z-O7S5  Thomas Lazar               F-4150    K92NPWQ             Inactive
WCBFMHLB21GNTV  M-GOOJ-3Y5D-UPQ5-FW5O-L18B-LQVK  Thomas Stetson             F-4798    74MF8Q0             Active
WCBFMHLB21GNTV  M-S5W9-8X9Q-X5NO-OJWJ-EE1C-KDMG  Thomas Marshall            F-7948    N9UBHAD             Unknown
WCBFMHLB21GNTV  M-STOW-8RT0-3D18-C5E7-PAHJ-JQAC  Thomas Marshall            F-9381    CGS2DZB             Deceased
WCBFMHLB21GNTV  M-EY7H-YTAO-TPQO-IMRG-MWVK-RYHI  Thomas Marshall            F-3307    63JT2N7             Active
WCBFMHLB21GNTV  M-94WJ-5C7C-TMSJ-TLBJ-CNPW-OZYC  Thomas Marshall            F-3982    FA6028F             Unknown
WCBFMHLB21GNTV  M-TB7X-4ZUP-RYI4-61TQ-SO56-4HWA  Thomas Hemphill            F-6968    68C1WN2             Inactive
WCBFMHLB21GNTV  M-UMIE-JU3J-FUZ4-FJH3-1C25-DGML  Thomas Mantilla            F-5157    25UPV4H             Unknown
WCBFMHLB21GNTV  M-38DA-42HM-O7CS-RQG6-49ZM-BZLI  Thomas Marshall            F-7089    2KUL6PB             Inactive
WCBFMHLB21GNTV  M-GBE2-P16N-96KK-R3ON-MNPH-HYLL  Thomas Marshall            F-5589    ADVGC2I             Active
WCBFMHLB21GNTV  M-55AE-RAJE-X432-YP6X-AYTU-G5PB  Thomas Marshall            F-1267    9YLPC7F             Active
WCBFMHLB21GNTV  M-UL9Y-KDBR-026U-0258-XGXW-9WY7  Thomas Burns               F-5523    HPBRMJD             Active
WCBFMHLB21GNTV  M-Q1HS-F0FA-P8UG-BU4T-3MC5-TM6I  Thomas Ashbrook            F-8374    7YEGSZM             Unknown
WCBFMHLB21GNTV  M-2U79-H2C8-WBIS-6SL9-X5E2-IZ7C  Thomas Baines              F-2896    0LO5SE5             Inactive
WCBFMHLB21GNTV  M-LE3X-T3ND-49ZV-3F2X-6WT9-MLXL  Thomas Marshall            F-1607    5QVTUT3             Active
WCBFMHLB21GNTV  M-ADHX-IEAD-W4YD-9OO3-YEY6-20GS  Thomas Marshall            F-5890    HJAT7BU             Active
WCBFMHLB21GNTV  M-DR5V-G70A-QSXQ-V04Z-9W88-RYXS  Thomas Cho                 F-1443    4T4UG7D             Inactive
WCBFMHLB21GNTV  M-HZLH-X0SJ-7ZU1-JO6Y-EXXR-18H8  Thomas Marshall            F-5578    OR9UD5J             Inactive
WCBFMHLB21GNTV  M-K87F-1HBP-3NOR-WSNZ-9NT6-FCQU  Thomas Marshall            F-8848    N6TT2JM             Unknown
WCBFMHLB21GNTV  M-0J43-BG0J-SM7Y-3MRZ-YF85-APCV  Thomas Marshall            F-1808    9P71ZJ0             Active
WCBFMHLB21GNTV  M-K7RN-OK2H-RMPS-NHNX-WE9J-VY6W  Thomas Marshall            F-4463    PDXVX15             Inactive
WCBFMHLB21GNTV  M-63IA-EVUK-HITE-YN4H-UZGQ-79MQ  Thomas Turner              F-2116    1ULMG2R             Active
WCBFMHLB21GNTV  M-1KJ5-Q29W-A4RV-B1D6-1ELE-YJ9I  Thomas de Armas            F-1539    9W9QXU4             Deceased
WCBFMHLB21GNTV  M-J1Z6-RQZ6-R2J3-LZ4O-I6E3-6JF3  Thomas Marshall            F-9423    MRAE2I4             Inactive
WCBFMHLB21GNTV  M-WKY2-XH1S-LAVY-DDET-EUDJ-RJUC  Thomas Marshall            F-6829    D62QXM9             Inactive
WCBFMHLB21GNTV  M-J661-FFMA-W5KH-17JK-A1RL-DFLF  Thomas Marshall            F-8868    NL8QENV             Active
WCBFMHLB21GNTV  M-2UYM-F5LM-ZVS1-KAMG-XVCH-362H  Thomas Perez               F-3019    MHGVR5A             Inactive
WCBFMHLB21GNTV  M-L3J0-2J9D-V09V-QA40-U7SG-OR99  Thomas Marshall            F-1034    38KBZ6C             Active
WCBFMHLB21GNTV  M-OLXR-DDM5-2RBM-WVUP-VOGU-B1ZX  Thomas Marshall            F-4504    WXQ5TAY             Active
WCBFMHLB21GNTV  M-0MX5-OV23-3JLR-VSAR-OD39-8SE8  Thomas Marshall            F-9961    XS6SPRV             Unknown
WCBFMHLB21GNTV  M-NCUA-LP8X-VA01-QQQG-YHSN-JD4D  Thomas Marshall            F-6537    KAATGJ9             Active
WCBFMHLB21GNTV  M-OYF7-8ZYI-IYSM-B2RO-KY5V-1JB8  Thomas Marshall            F-3732    J3SLM4K             Unknown
WCBFMHLB21GNTV  M-WXL0-90ZK-HQVX-KAY5-LRT1-8EE5  Thomas Marshall            F-6412    8RP8Q61             Inactive
WCBFMHLB21GNTV  M-0ECV-HJLF-XHLL-O7JR-9HEU-G4EJ  Thomas Marshall            F-8285    YRUUM7Z             Active
WCBFMHLB21GNTV  M-99JK-ZJ9R-SQA5-YDC8-FQAD-ZNRN  Thomas Marshall            F-2690    YKDBNPS             Active
WCBFMHLB21GNTV  M-IC20-ATY6-A2VI-9BPN-H327-7N25  Thomas Marshall            F-2365    7KRSXCM             Active
XWJLCBPRFW3JSJ  M-IT4V-23W8-POK5-QKMX-PFPR-Y26H  Thomas Roth                O-5040    38UGGNZ             Active
XWJLCBPRFW3JSJ  M-OUXG-W3LZ-2XCU-U6HJ-1FXY-X73U  Thomas Roth                O-8266    BQU9V3W             Active
XWJLCBPRFW3JSJ  M-38MJ-OL7P-WWGI-GPLV-DUD2-I2CS  Thomas Roth                O-1817    TQ94LKU             Active
XWJLCBPRFW3JSJ  M-7G0S-EIUR-0DNY-RCLQ-ZW78-Z9DL  Thomas Roth                O-1834    TPJ9P1A             Inactive
XWJLCBPRFW3JSJ  M-4BVC-4ALA-53MI-VOLO-BYSC-BWEA  Thomas Roth                O-2107    H7P33O4             Unknown
XWJLCBPRFW3JSJ  M-JWDW-5E37-COYC-WSXZ-2N3Y-0C5K  Thomas Zimmer              O-5914    TANGT9X             Active
XWJLCBPRFW3JSJ  M-LS6B-RAJH-7V2H-7YF0-AOFG-0I1T  Thomas Roth                O-6861    3SB2V6O             Inactive
XWJLCBPRFW3JSJ  M-A2KY-3PJG-02LM-I2QC-FQEB-ZP1D  Thomas Fleisher            O-3970    4SYL22K             Active
XWJLCBPRFW3JSJ  M-HCYL-7YUC-0NAZ-ZUOS-LWRF-N2SI  Thomas Powell              O-6128    SKH0WY3             Active
XWJLCBPRFW3JSJ  M-8CBJ-D03V-AHQ0-17IB-HIV5-11MU  Thomas Roth                O-4564    SEG2P19             Active
XWJLCBPRFW3JSJ  M-BW0D-8W0P-TQN4-XK9A-TPYS-DX1N  Thomas Roth                O-8471    PVY2L7Z             Active
XWJLCBPRFW3JSJ  M-NP7E-GXQH-0RHR-A0WN-RBHK-UOO6  Thomas Roth                O-1145    7IH34WN             Inactive
XWJLCBPRFW3JSJ  M-JVLM-C4QO-5MZS-YVI6-AGEG-DRA3  Thomas Luppino             O-9638    P1RBWUB             Inactive
XWJLCBPRFW3JSJ  M-2KBC-QQ39-BB5V-LDE5-A3VX-ADZ5  Thomas Purvis              O-1546    0FP6L3L             Deceased
XWJLCBPRFW3JSJ  M-3LKN-JH31-VST1-3N7O-T0RX-0WU6  Thomas Roth                O-4206    N59GFPO             Active
XWJLCBPRFW3JSJ  M-BJFJ-6M2Y-VFJF-GPZ3-HDA3-TNCX  Thomas Roth                O-3912    6ASQ5UV             Deceased
XWJLCBPRFW3JSJ  M-6GEJ-WBFG-1NMA-CU5I-Z4GX-E2ID  Thomas Roth                O-5555    BA71CQC             Active
XWJLCBPRFW3JSJ  M-BXPW-W1MY-GSNZ-ITCT-ACO2-DZ1X  Thomas Roth                O-5409    NY02G7Y             Inactive
XWJLCBPRFW3JSJ  M-I1DY-HOSD-8AI8-WST9-BY3T-HFAG  Thomas Roth                O-4674    PI59DOT             Inactive
XWJLCBPRFW3JSJ  M-2WXB-OQAM-62O4-XXR1-AJ1H-KD7R  Thomas Roth                O-8818    MHXZH8T             Active
XWJLCBPRFW3JSJ  M-SO1O-5HQC-166U-1QZR-A6C3-EZMN  Thomas Roth                O-5068    09U0AQY             Active
XWJLCBPRFW3JSJ  M-HBT7-O26Z-ZFSA-ZVQY-MLD1-16AT  Thomas Roth                O-9585    FSFINIA             Inactive
XWJLCBPRFW3JSJ  M-UJHO-ADM3-BNH3-XSY8-AH4V-7Y2O  Thomas Hetman              O-7491    HJN8RZQ             Unknown
XWJLCBPRFW3JSJ  M-PNR3-VVWK-BANE-VSYW-2Z8L-OXB4  Thomas Roth                O-3990    1XR1GBZ             Active
XWJLCBPRFW3JSJ  M-WE0T-COV5-Q28W-WTIQ-171X-ETNS  Thomas Roth                O-3928    3JC5RTW             Inactive
XWJLCBPRFW3JSJ  M-SI3I-0RA2-MXGR-4CHX-ORY2-TBAJ  Thomas Roth                O-2343    YGCGRAK             Active
XWJLCBPRFW3JSJ  M-QRUQ-5OZC-0IB4-VNF9-2FJ9-M0WY  Thomas Roth                O-8760    001ZFTF             Active
XWJLCBPRFW3JSJ  M-ZEIW-5V8R-IU1I-7T68-7D0W-BNCB  Thomas Roth                O-7581    7J0ZID9             Inactive
XWJLCBPRFW3JSJ  M-MZ9N-1A60-5510-FCHF-JTWB-V6CJ  Thomas Roth                O-8312    MD83O9L             Deceased
XWJLCBPRFW3JSJ  M-JLBI-99XM-CHJF-VUZH-XBNB-2G35  Thomas Roth                O-2892    ICN5ZNS             Deceased
XWJLCBPRFW3JSJ  M-6VNR-1BPQ-X0EQ-9Y05-HOX7-2CTY  Thomas Roth                O-8016    DL19ZFB             Unknown
XWJLCBPRFW3JSJ  M-4ONU-TAQC-SGMO-WGVB-23S5-QJH8  Thomas Roth                O-4382    6ZBAST5             Deceased
XWJLCBPRFW3JSJ  M-KR3N-S5C4-CYWM-X47W-JC72-LLJB  Thomas Roth                O-2673    9LFIQXM             Inactive
XWJLCBPRFW3JSJ  M-3WF9-TYIV-HPJB-GDUW-ESM7-TJO7  Thomas Roth                O-4553    CDNCA9R             Unknown
XWJLCBPRFW3JSJ  M-65VO-LPW9-H2T6-0DKN-QBEI-V5QG  Thomas Roth                O-2059    XN4QGW4             Deceased
XWJLCBPRFW3JSJ  M-RKY3-9MSU-HHCX-D4K1-2K4O-TY6B  Thomas Roth                O-6515    88ZT77P             Inactive
XWJLCBPRFW3JSJ  M-H8QR-EGMB-PO6A-0394-K9YT-AWKW  Thomas Roth                O-5980    N636PQI             Inactive
XWJLCBPRFW3JSJ  M-1NQK-ABX3-OXVA-5AQB-4BHY-7JB8  Thomas Roth                O-6987    1HXJZFA             Active
XWJLCBPRFW3JSJ  M-K9ET-ANAV-Y4Z1-0CAN-1DWC-H89J  Thomas Roth                O-8974    HO7YGTJ             Deceased
XWJLCBPRFW3JSJ  M-TWY8-OWYS-LR9B-7D2A-WAMA-KYL2  Thomas Roth                O-3417    MHUL6AB             Active
XWJLCBPRFW3JSJ  M-B364-X80M-A4AN-ZCGB-GHPI-C9QY  Thomas Roth                O-6495    MPZSZ7Z             Active
XWJLCBPRFW3JSJ  M-KVQH-W884-L67V-Z34N-0XAD-CPLU  Thomas Roth                O-6320    GTFVTJ6             Deceased
XWJLCBPRFW3JSJ  M-4K4C-JC0C-NIUB-STZB-5FB3-EUMM  Thomas Roth                O-7036    FGGQR40             Deceased
XWJLCBPRFW3JSJ  M-NCSO-8NV4-K5ML-D6VJ-F5HQ-J34H  Thomas Roth                O-3913    U240OGB             Active
XWJLCBPRFW3JSJ  M-79H6-NSPJ-8RZG-TLDA-WZ1X-GO89  Thomas Roth                O-8142    YIUSPHO             Unknown
XWJLCBPRFW3JSJ  M-U2XJ-N5DU-ILR9-GYR2-PDMW-GOZ4  Thomas Roth                O-5338    2809ILB             Active
XWJLCBPRFW3JSJ  M-1H3T-BHAT-BHMU-4F6C-NF8I-4E48  Thomas Roth                O-7989    41DXKMG             Active
XWJLCBPRFW3JSJ  M-I9HD-BL2F-D2SF-CTSA-L888-M67J  Thomas Jacobs              O-2546    BN5PGK2             Active
XWJLCBPRFW3JSJ  M-HKIB-QQAW-N5LC-96RZ-PHRC-X0A4  Thomas Roth                O-2438    W41L1YR             Inactive
XWJLCBPRFW3JSJ  M-W776-G6VL-B761-D1YW-162G-IPAO  Thomas Roth                O-8687    LUCDBSN             Deceased
XWJLCBPRFW3JSJ  M-QISE-O4WQ-KOOS-TEPR-JAAC-A0WY  Thomas Fulton              O-4785    IQQJSZZ             Active
XWJLCBPRFW3JSJ  M-S5K0-74VH-6SP7-NR7H-LPRY-MGCX  Thomas Roth                O-3947    B0DD34X             Inactive
XWJLCBPRFW3JSJ  M-QL6I-P8O0-W4WT-U5TP-2HVA-YSE2  Thomas Roth                O-1191    5ZDI7VF             Active
XWJLCBPRFW3JSJ  M-C30U-J7LM-2XKW-7N18-EZLS-5OXP  Thomas Roth                O-2438    D9XRXTT             Inactive
XWJLCBPRFW3JSJ  M-6B6F-UC88-HDFV-H3RZ-TJ06-V7SO  Thomas Roth                O-5643    GBTI432             Unknown
XWJLCBPRFW3JSJ  M-PX59-GV7Y-GLYH-AG20-YLO3-IG0K  Thomas Roth                O-6939    7OGXUDV             Inactive
XWJLCBPRFW3JSJ  M-IV9V-X039-TRZ6-G81V-GQP6-FJYN  Thomas Roth                O-5162    EYI733P             Unknown
XWJLCBPRFW3JSJ  M-RAHK-SYGJ-7V1V-WLBP-RZYT-Q5T0  Thomas Barberio            O-9466    585E7IF             Inactive
XWJLCBPRFW3JSJ  M-T3X2-04F8-6WEX-STQ4-KQ9V-HG94  Thomas Roth                O-8597    R315FF5             Inactive
XWJLCBPRFW3JSJ  M-PAOQ-UF6V-QR0Z-AOTD-Q3YA-HO68  Thomas Roth                O-7046    YT49A58             Deceased
XWJLCBPRFW3JSJ  M-I3I9-57TN-32NZ-PYN1-ZTGB-3146  Thomas Roth                O-9763    L7VMRU8             Inactive
XWJLCBPRFW3JSJ  M-76FO-R8XB-DPI1-66ZS-8M5I-B3X1  Thomas Roth                O-3509    KPT3ZDK             Inactive
XWJLCBPRFW3JSJ  M-P7LY-H5FR-9LC9-2F65-FMW9-QW42  Thomas Roth                O-1309    CYE7VXQ             Inactive
XWJLCBPRFW3JSJ  M-3XCQ-5V5E-JN8T-X93I-K01V-4003  Thomas Roth                O-5466    VO2O8ZP             Active
XWJLCBPRFW3JSJ  M-QACZ-GXL2-DT4T-2YVN-Q80O-GMHG  Thomas Roth                O-4871    EN728RT             Active
XWJLCBPRFW3JSJ  M-SOZZ-4J7C-7JA5-TF7V-CFQE-EJPV  Thomas Wilkinson           O-2460    BJ1PXGG             Inactive
XWJLCBPRFW3JSJ  M-FOE5-AMWD-26G2-8V84-V1WS-YZ4K  Thomas Roth                O-3541    NICQBUV             Inactive
XWJLCBPRFW3JSJ  M-BELA-6DBI-8DUQ-EBCU-W7DW-8EWR  Thomas Roth                O-5381    40CPHR0             Inactive
XWJLCBPRFW3JSJ  M-HWTM-X77P-T345-AWHZ-4845-BRZT  Thomas Roth                O-7110    S28T4SG             Inactive
XWJLCBPRFW3JSJ  M-ZB60-WHL7-S43J-TYVB-FE6K-HHUA  Thomas Grafton             O-3071    CWA0V1B             Active
XWJLCBPRFW3JSJ  M-0N1A-J1QZ-6AXV-BH3M-S7NG-37FF  Thomas Roth                O-4255    OMR7QJI             Inactive
XWJLCBPRFW3JSJ  M-M306-VOLR-R5AI-PLX1-ODMT-B9A8  Thomas Rieger              O-4587    G086F3J             Active
XWJLCBPRFW3JSJ  M-LU2J-3OH2-IVXQ-BTES-YFEF-GU6G  Thomas Roth                O-3164    W5N193S             Active
XWJLCBPRFW3JSJ  M-KW2Z-UVEN-31VA-WBXD-YHA3-XH04  Thomas Hardin              O-1617    R353X9K             Deceased
XWJLCBPRFW3JSJ  M-8455-5410-YV9H-VRHW-RKWJ-8D6W  Thomas Ordodi              O-2030    VBZP3UQ             Inactive
XWJLCBPRFW3JSJ  M-SBR8-UCTC-6710-0JR8-A4MA-CQRH  Thomas Jung                O-5649    NUS0IRM             Deceased
XWJLCBPRFW3JSJ  M-AOMM-UQ54-8JN4-N2GV-C6LY-ZR5H  Thomas Roth                O-7657    C9WYY7Q             Active
XWJLCBPRFW3JSJ  M-3YID-15UB-TJ8F-ZGSP-B62R-6XVH  Thomas Roth                O-5339    1X9V7S7             Active
XWJLCBPRFW3JSJ  M-X07F-E3RS-SFT6-I1DC-YLKD-3B65  Thomas Roth                O-5390    TVD2K7U             Inactive
XWJLCBPRFW3JSJ  M-O6W3-YOLG-DBQA-7O70-2QWU-WWHJ  Thomas McCall              O-5599    YJQMJ3I             Active
XWJLCBPRFW3JSJ  M-302U-MRNW-4C1H-GX3E-3N3G-LCEJ  Thomas McCallum            O-8792    K5A1LFO             Active
XWJLCBPRFW3JSJ  M-NULN-OLI1-ZMA8-V03V-X3G5-XZTE  Thomas Roth                O-4602    4JE9C44             Inactive
XWJLCBPRFW3JSJ  M-WR1J-2A70-VTG1-G9HT-39S4-X4TC  Thomas Nichols             O-1930    OZ45BS4             Active
XWJLCBPRFW3JSJ  M-THTS-6IVY-AG17-U98Z-OJNC-UCPX  Thomas Roth                O-1529    9O87U2O             Deceased
XWJLCBPRFW3JSJ  M-VWCY-HZQ1-7YZV-QP4N-7S1A-IK93  Thomas Chang               O-8570    0GMPDHR             Inactive
XWJLCBPRFW3JSJ  M-A3PO-RRSR-267J-G7QL-ZA95-KNI9  Thomas Roth                O-8869    294VMTZ             Unknown
XWJLCBPRFW3JSJ  M-O9FB-KPPK-XIYO-JCJQ-GH2U-SVH9  Thomas Meakins             O-5240    M83HC0K             Deceased
XWJLCBPRFW3JSJ  M-CPKH-LETW-UQAS-MRHN-QWV7-JCCX  Thomas Roth                O-5625    UWQHKOL             Deceased
XWJLCBPRFW3JSJ  M-1TYD-UXR3-2F85-EH9T-ZB32-B1EZ  Thomas Roth                O-5094    QB41NAD             Unknown
XWJLCBPRFW3JSJ  M-APD5-9J0A-NXQ2-PQB6-9HZG-SLIJ  Thomas Roth                O-5578    C2T8XNW             Unknown
XWJLCBPRFW3JSJ  M-XCIH-IKVA-P9CF-TV4T-P8SQ-0GEI  Thomas Roth                O-3853    Z9KY9FW             Inactive
